link,title,user_link,user_name,rating,content,visit_date,purpose,review_date
/ShowUserReviews-g298573-d548154-r690221079-Cultural_Center_of_the_Philippines-Manila_Metro_Manila_Luzon.html,GOOD MEMORY,/Profile/MOJ1925,marlyn,5.0,"WOW ITS MY FAVORITE PLACE BECAUSE it was my 1st watch for miss saigon before when i was a single, long time ago., beauty compitation, etc,",Dec 2018,Family,",16 July 2019"
/ShowUserReviews-g298573-d548154-r674387832-Cultural_Center_of_the_Philippines-Manila_Metro_Manila_Luzon.html,A National Icon,/Profile/VicAlcuaz,VA5,5.0,The Cultural Center of the Philippines is a national icon. This stage has featured among the most prominent local and international artists and has provided Filipinos with high quality cultural presentions since its opening in the ‘70s. ,Feb 2019,Friends,",16 May 2019"
/ShowUserReviews-g298573-d548154-r663962960-Cultural_Center_of_the_Philippines-Manila_Metro_Manila_Luzon.html,More than just concerts ,/Profile/ET3121,EndlessTravels,4.0,Yes it’s a great venue for concerts but it also has changing exhibits. My son loved the water fountain out the front ,Apr 2019,,",5 April 2019"
/ShowUserReviews-g298573-d548154-r659821742-Cultural_Center_of_the_Philippines-Manila_Metro_Manila_Luzon.html,An important cultural institution,/Profile/joseaK4955AJ,joseaK4955AJ,5.0,"In spite of a rather uninspiring outside view, the building has a complex of very well-designed and beautifully decorated galleries and spaces inside. I was impressed by the numbers of  young people visiting the Center during the weekends",Mar 2019,Solo,",20 March 2019"
/ShowUserReviews-g298573-d548154-r656566024-Cultural_Center_of_the_Philippines-Manila_Metro_Manila_Luzon.html,Good place to indulge in filipino culture,/Profile/Dream_Live_Travel,DreamerTraveler,4.0,"We jogged on the sides of CCP and saw many filipino faces, it was fun and the guards around the area, even the police officer were very nice.",Dec 2018,Couples,",5 March 2019"
,,,,,,,,
/ShowUserReviews-g298573-d310879-r716939864-Presidential_Museum_and_Library-Manila_Metro_Manila_Luzon.html,Plan way way ahead.  Send an Email request 3 weeks in advance. Immediately following-up by phone call is a must,/Profile/r0ughnecker,areb5,3.0,I requested a tour and sent an email request with all the necessary information listed on their website.  I received a computer-gerated reply the following day.,Oct 2019,,",10 October 2019"
/ShowUserReviews-g298573-d310879-r694858130-Presidential_Museum_and_Library-Manila_Metro_Manila_Luzon.html,Very educational.,/Profile/AaronCris,AaronCris,5.0,"I am a proud Filipino. Going inside to the Malacanang Palace and Presidential Museum was fun. I learned more about our past and current Presidents of this country. Mind you all that if you want to have a tour, you have to send them an request letter through their website and wait for the confirmation. And just follow the house rules inside the museum. ",Jul 2019,Couples,",2 August 2019"
/ShowUserReviews-g298573-d310879-r676813486-Presidential_Museum_and_Library-Manila_Metro_Manila_Luzon.html,Some tips,/Profile/Vanessa51910,Vanessa51910,4.0,1.  Entrance is from Laurel St.  Driver will need to leave 1 valid ID at the gate and another valid ID at the museum so drivers should bring 2 id's.  2.  Parking is free and available near gate 6 which is where you will enter the museum,May 2019,Family,",27 May 2019"
/ShowUserReviews-g298573-d310879-r564501924-Presidential_Museum_and_Library-Manila_Metro_Manila_Luzon.html,Great Museum and Library,/Profile/millerlaw1,millerlaw1,4.0,"Can only strongly recommend the National Museum. Try to get a guide to explain you all the interesting paintings. Don't forget to check out the room with WWII paintings. The architecture of the building itself it great as well. Allocate some time for the library, many interesting books on the history of the country and the time before the Spanish colonization.",Mar 2018,Friends,",5 March 2018"
/ShowUserReviews-g298573-d310879-r563034951-Presidential_Museum_and_Library-Manila_Metro_Manila_Luzon.html,very emotional when visiting.,/Profile/don-philipo-braga,don-philipo-braga,5.0,learn about pinoy pride and history. very emotional place to be in. it will make you realize the struggle and the battles that have been fought to gain freedom for the country. ,Feb 2018,Friends,",26 February 2018"
/ShowUserReviews-g298573-d310879-r558282865-Presidential_Museum_and_Library-Manila_Metro_Manila_Luzon.html,Family Tour,/Profile/angeltespinosa,Angel Tuason Espinosa,5.0,"I've never been to Malacanang so it was really exciting to see it for the first time. They're pretty strict with security as expected. We had to have an ID sent in advance as we reserved our tour. On the day of the tour, they really double check the guest list and anyone added on the day itself would not be allowed to enter. Inside, we were ushered to a room to wait for a tour guide. We started the tour with an AVP. Then came the tour around one part of the palace then to the museum on the second floor. We were not allowed to take photos along the hallways and staircases. It's airconditioned so heat was not a problem. We loved our tour guide too. He had lots of trivia and he got to answer all our questions. I suggest getting the earliest time slot for the tour so you don't get crowded and have the audience of the tour guide. ",Oct 2017,,",4 February 2018"
/ShowUserReviews-g298573-d310879-r551116007-Presidential_Museum_and_Library-Manila_Metro_Manila_Luzon.html,Historic place to remember,/Profile/AmyA1807,Amy A,5.0,This is a great place to see to be connected to the country's history. We accessed this as part of the Malacanang tour we earlier arranged. The guide was well informed and prepared and our group had a great time.,Feb 2017,Family,",3 January 2018"
/ShowUserReviews-g298573-d310879-r512795765-Presidential_Museum_and_Library-Manila_Metro_Manila_Luzon.html,President Marcos,/Profile/paulmX423WO,Paul M,5.0,This was the most interesting tour to date in Manila. Well worth a visit. We got searched many times by Army & had to show ID. But I would recommend this tour.,Aug 2017,Family,",14 August 2017"
/ShowUserReviews-g298573-d310879-r489226593-Presidential_Museum_and_Library-Manila_Metro_Manila_Luzon.html,Worth a visit,/Profile/teresacQ2137RK,Teresa C,4.0,"Visited this seat of power with friends. Viewed interesting snippets - such as library collections, rooms, pictures and memorabilia. One must book and be permitted to visit. A good guide is recommended.",Nov 2016,Friends,",30 May 2017"
/ShowUserReviews-g298573-d310879-r464405140-Presidential_Museum_and_Library-Manila_Metro_Manila_Luzon.html,worthy and memorable experience!,/Profile/sethbugs,sethbugs,5.0,"This is one of my most memorable experience this year. But before getting into a tour, you need to request first for a schedule and if you have a suggested schedule please feel free to indicate also so they can check if there is a slot available thru email. You can actually, go to their site for infos and their contact numbers. There is also an appropriate dress code for the tour so please take note. Sleeveless shirts, slippers and shorts are a no-no. Overall, the visit is hassle free because the staff are organized. You can see memorabilias and books of past presidents of the Philippines inside the museum, from there you can picture out each presidents different personalities. One thing that caught my attention also are the very nice interior which makes any visitor nostalgic and historical and the antique furnitures as well. The Presidential Museum and Library is worth the visit when you are here in the Philippines.",Feb 2017,Friends,",4 March 2017"
,,,,,,,,
/ShowUserReviews-g298573-d11796928-r884469581-National_Museum_Of_Anthropology-Manila_Metro_Manila_Luzon.html,Most interesting museum in Manila.,/Profile/Paul-Escapology,Paul D,5.0,"Probably the best of the museums in Manila, lots of artifacts and information. Could easy spend the best part of the day in there. Such a shame they do not have a coffee and cake room anywhere in the building.  They are definitely in need of one.",Mar 2023,Friends,",2 April 2023"
/ShowUserReviews-g298573-d11796928-r876127604-National_Museum_Of_Anthropology-Manila_Metro_Manila_Luzon.html,Museum of Anthropology,/Profile/petermY2777LY,Peter M,4.0,This Museum was known before as the Museum of the Filipino People and is near Rizal Park. I is part of the National Museum. It is in an impressive building but was closed when I went to see it. It houses Ethnological and Archaeological exhibitions.,Oct 2022,,",23 January 2023"
/ShowUserReviews-g298573-d11796928-r875226723-National_Museum_Of_Anthropology-Manila_Metro_Manila_Luzon.html,"Beautiful, well presented museum",/Profile/jedes,jedes,5.0,A terrific compendium of Philippine history. This is a must-see. Start at the top floor and wend your way down. You will not be disappointed.,Dec 2022,,",15 January 2023"
/ShowUserReviews-g298573-d11796928-r872995401-National_Museum_Of_Anthropology-Manila_Metro_Manila_Luzon.html,If you are rich enough to waste 3 hours of your day!,/Profile/737marisal,Marisa L,1.0,"The information people expect to see in this museum is far from what you really get once you start the tour. You will mostly read who the donor is, who sponsored which arts and paintings.  Mostly, the arts and paintings you see are newly made out of recycled materials. Locals were so loud and only took their photos from the entrance to the stairways, hallways without any consideration that there were other people in the building.  Kids running playing around. The museum itself is not informative. I'm deeply disappointed and felt so embarrassed 😳 about ignorance and narcissism of some.",Dec 2022,Couples,",27 December 2022"
/ShowUserReviews-g298573-d11796928-r872568651-National_Museum_Of_Anthropology-Manila_Metro_Manila_Luzon.html,Good to spend an hour or so,/Profile/The_Traveling_Expat,The_Traveling_Expat,3.0,"This is one of the three national museums of the Philippines and focuses on indigenous cultures.  There are a lot of items that give an idea of the different cultural practices of the islands.  Some of the exhibits were more interesting than others, but this is a worthwhile visit.",Dec 2022,,",23 December 2022"
/ShowUserReviews-g298573-d11796928-r751223707-National_Museum_Of_Anthropology-Manila_Metro_Manila_Luzon.html,A Must Visit If You Love History,/Profile/ccdtrv,Explorerold,5.0,I've been to the National Museum of Fine Arts years ago and was not aware that there are other National Museum buildings around like the Natural History and Anthropology. ,Mar 2020,Solo,",17 March 2020"
/ShowUserReviews-g298573-d11796928-r751111289-National_Museum_Of_Anthropology-Manila_Metro_Manila_Luzon.html,Great experience ,/Profile/585paulv,Paul V,4.0,"This museum is located in a modern building. Entrance is free, but you have to leave backpacks in the storage room (also free). Spread over four floors, this museum gives a very good overview of Filipino culture, customs and associated information. Displays are in huge rooms and explanations are available in English. Yo can easily spend two to three hours here  and only catch a glimpse of what is available. Lots f free, clean bathrooms. Very friendly staff. Recommended.",Mar 2020,Couples,",16 March 2020"
/ShowUserReviews-g298573-d11796928-r746606315-National_Museum_Of_Anthropology-Manila_Metro_Manila_Luzon.html,Fantastic museum,/Profile/Nomad59999,Nomad59999,5.0,"Fascinating exhibitions that showcase the long and rich history of the Philippines, from the Neolithic to the present-day. The pre-colonial materials are fascinating, and don't miss the gorgeous gallery showcasing the visual culture of MIndanao and the southern Philippines",Feb 2020,,",21 February 2020"
/ShowUserReviews-g298573-d11796928-r745762062-National_Museum_Of_Anthropology-Manila_Metro_Manila_Luzon.html,Chill in Sagada,/Profile/s0nyapn,Son Yap N,5.0,"Sagada will always be my place to chill and dine. Came here to destress from the hustle of the city. In Sagada, you’ll find coffee shops for coffee fix like Sagada Brew. There are also restaurants to satisfy your cravings. Temperature will always be cold in the morning and evening with fogs and mist so make sure to always bring your jackets, while it gets a little hot in the afternoon.",Nov 2019,Couples,",17 February 2020"
