name,address,about,review_count,rating,rating_description,rating_Location,rating_Cleanliness,rating_Service,rating_Value,Property_amenities,Room_features,Room_types,hotel_class,walkability_score,walkability_description,nearby_restaurant_count,nearby_attraction_count,price_range,formerly_known_as,location,number_of_rooms
Vieve Hotel,"1548 A. Mabini Street Ermita, Manila, Luzon 1000 Philippines","<div><p>See why so many travelers make Vieve Hotel their small hotel of choice when visiting Manila. Providing an ideal mix of value, comfort and convenience, it offers a budget friendly setting with an array of amenities designed for travelers like you.</p><p>For those interested in checking out popular landmarks while visiting Manila, Vieve Hotel is located a short distance from Malate Church (0.4 mi) and Paco Park (0.6 mi).</p><p>Rooms at Vieve Hotel provide air conditioning, a minibar, and a refrigerator, and guests can stay connected with free wifi.</p><p>In addition, while staying at Vieve Hotel guests have access to a 24 hour front desk, room service, and 24 hour check-in. You can also enjoy free breakfast. Need a place to park? Free parking is available at Vieve Hotel.</p><p>When you’re feeling hungry, be sure to check out Spiral, Cafe Ilang-Ilang, and Li Li, which are some Chinese restaurants that are popular with locals and out-of-towners alike.</p><p>During your visit, be sure to check out popular attractions like Fort Santiago (1.1 mi), Intramuros (0.8 mi), and Rizal Park (0.6 mi), which are all within walking distance of the small hotel.</p><p>At Vieve Hotel, your comfort and satisfaction come first, and they look forward to welcoming you to Manila.</p><p></p></div>",82,3.0,Average,3.5,3.0,3.5,3.0,"Free parking,Free High Speed Internet (WiFi),Free breakfast,Children Activities (Kid / Family Friendly),Shuttle bus service,Massage,24-hour security,Baggage storage,Parking,Wifi,Coffee shop,Breakfast available,Car hire,Non-smoking hotel,ATM on site,Doorperson,24-hour check-in,24-hour front desk,Dry cleaning,Laundry service,Self-serve laundry","Blackout curtains,Air conditioning,Desk,Housekeeping,Room service,Kitchenette,Flatscreen TV,Bath / shower,Safe,Telephone,Clothes rack,Wake-up service / alarm clock,Refrigerator,Complimentary toiletries,Hair dryer","Non-smoking rooms,Smoking rooms available",2.5,97,Great for walkers,185,16,"₱2,036",OYO 247 Vieve Hotel,Philippines,53
Best Fortune Hotel,"805-807 Benavidez Street corner Salazar Street near Chinatown/Binondo, Manila, Luzon Philippines","<span class=""QewHA H4 _a""><span>I stayed there on two separate occasions. Both times great. Easy checkin. Wifi a bit odd as they only let you use one device per stay. Speed is decent. Rooms are spacious and clean. The room has great aircon also. Hotel is in Chinatown so was in walking distance to excellent resturants. Only a short walk to the Divisora if you wanted to do shopping. If in the area again this will ne my go to spot as of the customer service offered</span></span>",4,3.5,Very good,,,3.0,5.0,,,,3.0,94,Great for walkers,95,9,₱848,,Philippines,
Meaco Hotel Royal - Tayuman,"1160-1164 Tayuman ST. & Antonio Rivera, Manila, Luzon Philippines","<span class=""QewHA H4 _a""><span>Nyaman.. ramah pelayanannya.. cewek2 petugasnya cantik cantik dan ramah suka senyum.. ada tukang pijet juga enak cari makan enak gampang depan kanan kiri dekat circle K. Bisa balik sini lagi ya sudahlah coba aja </span></span>",1,5.0,Excellent,,,,,,,,3.0,45,Car recommended,33,3,"₱1,304",,Philippines,48
Duck Inn Hotel,"1207 M.H. Del Pilar Street Ermita, Manila, Luzon 1000 Philippines","<div><p>Duck Inn Hotel has 13 rooms , 4 Standard rooms 3 smoking with windows and 1 non smoking without windows.  7 Superior Rooms 3 smoking with windows and 4 non smoking without windows.  2 Deluxe room both smoking with windows.</p><p>All rooms equipped with Queen size bed, Cable TV, Air Conditioned, </p><p> Safety vault, Mini Bar, Hot and cold shower and Intercom to call for any assistance needed.Laundry Service is also available.</p><p>Check inn time is 1pm  and Check out time is 12noon. We also have transport to the airport ranging from 800  depending on the time of arrival.We have affiliation to assist with any travel tickets reservation and visa extension if required. 24 hours security.</p><p>We have 24 hours Bar and Restaurant serving first class Western and Filipino Food.  Two pool tables, 3 LARGE SCREEN TV Showing all the Major Sports Event. Live music on Tuesday, Thursday, and Saturday.</p></div>",55,4.0,Very good,4.0,4.0,4.5,4.5,"Free High Speed Internet (WiFi),Bar / lounge,Golf course,Billiards,Airport transportation,Currency exchange,Newspaper,24-hour front desk,Wifi,Restaurant,Kids' meals,Wine / champagne,Non-smoking hotel,Dry cleaning,Laundry service","Air conditioning,Housekeeping,Room service,Safe,Telephone,Coffee / tea maker,Minibar,Bath / shower,Bottled water,Iron,Wake-up service / alarm clock,Refrigerator","Non-smoking rooms,Suites,Family rooms,Smoking rooms available",,97,Great for walkers,123,15,"₱1,583",,Philippines,13
Lido de Paris Hotel,"1036 Ongpin Street Sta Cruz, Manila, Luzon Philippines","<div><p>Finding an ideal hotel in Manila does not have to be difficult. Welcome to Lido de Paris Hotel, a nice option for travelers like you.</p><p>Guest rooms offer air conditioning, and Lido de Paris Hotel makes getting online easy as free wifi is available.</p><p>You can also take advantage of some of the amenities offered by the hotel, including a 24 hour front desk, a concierge, and room service. In addition, guests can enjoy a sauna and an on-site restaurant during their visit. As an added convenience, there is parking available to guests.</p><p>For those interested in checking out popular landmarks while visiting Manila, Lido de Paris Hotel is located a short distance from Quiapo Church (0.3 mi) and Binondo Church (0.4 mi).</p><p>If you like seafood restaurants, Lido de Paris Hotel is conveniently located near Harbor View Restaurant, Market Cafe, and Seafood Market and Restaurant.</p><p>There is no shortage of things to do in the area: explore popular history museums such as San Agustin Church, San Agustin Museum, and National Museum Of Anthropology.</p><p>Lido de Paris Hotel puts the best of Manila at your fingertips, making your stay both relaxing and enjoyable.</p><p></p></div>",9,3.0,Average,4.0,3.0,3.5,2.5,"Valet parking,Free High Speed Internet (WiFi),Hot tub,Fitness Center with Gym / Workout Room,Bar / lounge,Beach,Casino and Gambling,Children Activities (Kid / Family Friendly),Wifi,Sauna,Coffee shop,Restaurant,Nightclub / DJ,Airport transportation,Business Center with Internet Access,Banquet room,Meeting rooms,Spa,Massage,Salon,Steam room,24-hour security,Baggage storage,Concierge,Convenience store,Currency exchange,Gift shop,Non-smoking hotel,Shops,Doorperson,24-hour front desk,Laundry service","Air conditioning,Housekeeping,Room service,Safe,Complimentary toiletries","Non-smoking rooms,Family rooms",3.0,92,Great for walkers,81,9,"₱2,267",,Philippines,226
Chinatown Lai Lai Hotel,"801 Ongpin St, Manila, Luzon 1006 Philippines","<div><p>Welcome to Chinatown Lai Lai Hotel, your Manila “home away from home.” Chinatown Lai Lai Hotel aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.</p><p>Nearby landmarks such as Binondo Church (0.3 mi) and Quiapo Church (0.5 mi) make Chinatown Lai Lai Hotel a great place to stay when visiting Manila.</p><p>As your “home away from home,” the hotel rooms offer air conditioning, a minibar, and a refrigerator, and getting online is easy, with free wifi available.</p><p>Guests have access to a 24 hour front desk, a concierge, and room service while staying at Chinatown Lai Lai Hotel. In addition, Chinatown Lai Lai Hotel offers breakfast, which will help make your Manila trip additionally gratifying. And, as an added convenience, there is free parking available to guests.</p><p>While in Manila, you may want to check out some of the restaurants that are a short walk away from Chinatown Lai Lai Hotel, including Sky Deck on Bayleaf Hotel (0.8 mi), Barbara's Heritage Restaurant (0.9 mi), and Eng Bee Tin (0.2 mi).</p><p>There is no shortage of things to do in the area: explore popular art museums such as San Agustin Church, Metropolitan Museum of Art, and Museum of Contemporary Art and Design (MCAD), Manila.</p><p>Chinatown Lai Lai Hotel puts the best of Manila at your fingertips, making your stay both relaxing and enjoyable.</p><p></p></div>",29,3.5,Very good,4.5,4.0,4.0,4.0,"Free High Speed Internet (WiFi),Free breakfast,Casino and Gambling,Karaoke,Children Activities (Kid / Family Friendly),Car hire,Meeting rooms,Spa,Wifi,Coffee shop,Restaurant,Breakfast available,Complimentary tea,Vending machine,Massage,24-hour security,Baggage storage,Concierge,Gift shop,Non-smoking hotel,Shops,ATM on site,24-hour front desk,Laundry service","Blackout curtains,Air conditioning,Desk,Room service,Safe,Minibar,Refrigerator,Bath / shower,Telephone,Bottled water,Complimentary toiletries,Hair dryer","Non-smoking rooms,Suites,Smoking rooms available",3.0,97,Great for walkers,94,10,"₱1,809",,Philippines,80
Dormitels. Ph Ermita,"522 United Nations Avenue, Manila, Luzon 1000 Philippines","<span class=""QewHA H4 _a""><span>Hotel un peu difficile à trouver. Il n y a pas d entrée sur la rue. La réception est au2 ème étage. Il faut rentrer pas un petit couloir avec un money changer. Le personnel est sympatique comme presque partout aux Philippines 🇵🇭. Il y a la Wi-Fi, douche, avec 💦 🔥 eau chaude. Une petite 📺 television  et nous sommes a manille. On peut trouver mieux pour le même  prix  quand nous sommes arrivé. On nous a proposé une chambre avec des lits superposés car il y avait une erreur de réservation. Mais tout est rentré dans l'ordre quand nous somme revenus le soir nous avions une chambre avec un lit double </span></span>",1,3.0,Average,,,,,,,,5.0,99,Great for walkers,67,15,"₱1,866",,Philippines,
Bay Area Suites - Manila,"1820 Maria Orosa Street Corner J. Nakpil St, Manila, Luzon 1000 Philippines","<span class=""QewHA H4 _a""><span>First impressions of the area are not good. The streets are dirty, smelly and full of pimps. Inside is clean and pleasant enough with adequate services and a functioning wi-fi. No breakfast is served. There are restaurants fairly close by.</span></span>",25,4.0,Very good,,5.0,4.5,,"Free parking,Free internet,Internet,Pool","Air conditioning,Private bathrooms,Electric kettle,Cable / satellite TV,Bidet,Bath / shower,Complimentary toiletries,Hair dryer","Ocean view,City view,Non-smoking rooms,Suites",3.0,96,Great for walkers,169,14,"₱2,092",OYO 207 Bay Area Suites,Philippines,98
Hotel Sogo Avenida,"6th Floor, Dimson Bldg., Rizal Ave Sta. Cruz, Manila, Luzon Philippines","<div><p>Everyone needs a place to lay their weary head. For travelers visiting Manila, Hotel Sogo Avenida is an excellent choice for rest and rejuvenation. Well-known for its budget friendly environment and proximity to great restaurants and attractions, Hotel Sogo Avenida makes it easy to enjoy the best of Manila.</p><p>You’ll enjoy relaxing rooms that offer air conditioning, and you can stay connected during your stay as Hotel Sogo Avenida offers guests free wifi.</p><p>The hotel features room service and baggage storage. For guests with a vehicle, parking is available.</p><p>Given the close proximity of popular landmarks, such as Quiapo Church (0.3 mi) and Manila Cathedral (0.9 mi), guests of Hotel Sogo Avenida can easily experience some of Manila's most well known attractions.</p><p>While visiting Manila, you may want to try some hotpot at one of the nearby restaurants, such as Healthy Shabu Shabu or Ping Yang.</p><p>If you are interested in exploring Manila, check out one of the monuments and statues, such as Memorare Manila Monument, Philippine Presidents' Gallery, and Centennial Clock.</p><p>Whether you’re traveling for business, pleasure or both, Hotel Sogo Avenida is sure to make your visit to Manila one worth remembering.</p><p></p></div>",4,3.5,Very good,,,3.0,2.0,"Parking,Free High Speed Internet (WiFi),Wifi,Baggage storage","Housekeeping,Room service,Safe,On-demand movies,Bath / shower",,2.0,70,Somewhat walkable,74,9,"₱1,301",,Philippines,129
Mosaic Tower,"115 Trasiera St. Corner Soria Corner Aguire Legazi Village Makati City, Manila, Luzon 1226 Philippines","<span class=""QewHA H4 _a""><span>Rooms are well maintained and clean. Pool is ok but covered. Gym basic. The price is good and the location is very convenient. Don’t expect much because the price is not too much either . Nearby you have Greenbelt.</span></span>",17,4.0,Very good,5.0,4.5,4.5,4.5,,,,3.0,90,Good for walkers,216,11,"₱3,393",,Philippines,
Leesons Residences,"944 Remedios Street, Malate, Manila, Luzon 1004 Philippines","It is located in the heart of Malate, close to almost everything you need. Just a 15 minute leisurely walk away is the Robinsons Place Shopping Mall, where you can do your shopping and dining. It provides furnished units.",163,4.0,Very good,3.5,4.0,4.0,4.0,"Parking,Free High Speed Internet (WiFi),Wifi,Full body massage,24-hour security,Baggage storage,24-hour check-in,24-hour front desk,Massage,Concierge,Non-smoking hotel","Air conditioning,Desk,Housekeeping,Safe,Coffee / tea maker,Refrigerator,Flatscreen TV,Bath / shower,Wake-up service / alarm clock,Complimentary toiletries",Non-smoking rooms,2.0,79,Somewhat walkable,26,3,"₱2,431",,Philippines,23
Bahay Kubo Hostel,"1717 Maria Orosa Street, Manila, Luzon 1000 Philippines","Bahay Kubo Hostel is a converted heritage house turned into a friendly guesthouse for backpackers, tourists, voyagers, wanderers and travellers where they could chill out in a tropical themed resort inspired oasis in the tourist district of Malate, Manila. It has dormitories and single/double occupancy rooms, rooms for small groups. A great experience to start or end your trip to the Philippines!",141,4.5,Excellent,5.0,5.0,5.0,5.0,"Free High Speed Internet (WiFi),Wifi,Non-smoking hotel","Air conditioning,Kitchenette","Non-smoking rooms,Family rooms",,97,Great for walkers,210,14,,,Philippines,18
